"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"902","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"903","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"904","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"905","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"906","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"907","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'"
"908","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"909","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"910","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"911","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"912","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"913","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"914","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"915","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"916","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
